"","FID","Shape","Class","kategori","frci","Band_1","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","Band_9","cluster"
"838",431,"Point",9,"Sangat Tinggi",0.860679,0.117053,0.092634,0.072714,0.053143,0.307416,0.165771,0.071315,0.001681,1
"839",107,"Point",9,"Sangat Tinggi",0.860946,0.11262,0.087734,0.070479,0.043033,0.359172,0.145885,0.057787,0.001362,1
"840",472,"Point",9,"Sangat Tinggi",0.860968,0.116334,0.090563,0.070396,0.044517,0.321419,0.122733,0.046114,0.002392,1
"841",471,"Point",9,"Sangat Tinggi",0.861487,0.116493,0.090651,0.070061,0.043362,0.320049,0.12508,0.048977,0.002059,1
"842",268,"Point",9,"Sangat Tinggi",0.861594,0.117205,0.092974,0.077068,0.050269,0.311073,0.164714,0.071237,0.002321,1
"843",262,"Point",9,"Sangat Tinggi",0.861671,0.118862,0.092935,0.07398,0.046821,0.340151,0.147882,0.05666,0.002488,1
"844",425,"Point",9,"Sangat Tinggi",0.862574,0.114085,0.088994,0.069564,0.044753,0.300635,0.13005,0.05198,0.001956,1
"845",427,"Point",9,"Sangat Tinggi",0.863205,0.114198,0.088458,0.068617,0.042107,0.318831,0.132592,0.050713,0.002007,1
"846",485,"Point",9,"Sangat Tinggi",0.863592,0.115898,0.091573,0.074088,0.045095,0.362201,0.16945,0.066519,0.001811,1
"847",528,"Point",9,"Sangat Tinggi",0.864512,0.115026,0.09036,0.075827,0.046005,0.385557,0.186274,0.074652,0.001736,1
"848",461,"Point",9,"Sangat Tinggi",0.864872,0.115604,0.090325,0.072546,0.045014,0.335023,0.132527,0.050633,0.002312,1
"849",499,"Point",9,"Sangat Tinggi",0.864921,0.115806,0.091442,0.074309,0.046053,0.343045,0.137727,0.053153,0.001636,1
"850",965,"Point",9,"Sangat Tinggi",0.865003,0.10625,0.081551,0.066218,0.040021,0.269076,0.105717,0.041276,0.001468,1
"851",177,"Point",9,"Sangat Tinggi",0.865422,0.111941,0.086369,0.067945,0.040335,0.297108,0.127482,0.050527,0.001427,1
"852",512,"Point",9,"Sangat Tinggi",0.865489,0.116576,0.091232,0.073057,0.046624,0.332304,0.130792,0.05144,0.002112,1
"853",194,"Point",9,"Sangat Tinggi",0.866378,0.112482,0.0877,0.073587,0.044246,0.402331,0.173117,0.067696,0.001656,1
"854",421,"Point",9,"Sangat Tinggi",0.866657,0.116974,0.089941,0.071873,0.044461,0.342547,0.142311,0.055898,0.002288,1
"855",255,"Point",9,"Sangat Tinggi",0.867839,0.116564,0.090968,0.070178,0.044336,0.338424,0.131078,0.049867,0.002491,1
"856",52,"Point",9,"Sangat Tinggi",0.869164,0.110306,0.084901,0.067031,0.039176,0.282887,0.117928,0.046032,0.001809,1
"857",208,"Point",9,"Sangat Tinggi",0.869329,0.111041,0.085421,0.06638,0.039613,0.295809,0.129122,0.049437,0.001775,1
"858",365,"Point",9,"Sangat Tinggi",0.869501,0.114709,0.089758,0.071152,0.044601,0.316314,0.120754,0.044881,0.002104,1
"859",907,"Point",9,"Sangat Tinggi",0.87037,0.107783,0.082657,0.064929,0.039085,0.299644,0.114149,0.042811,0.001508,1
"860",498,"Point",9,"Sangat Tinggi",0.871855,0.114684,0.090327,0.072856,0.046004,0.340252,0.133789,0.050826,0.00175,1
"861",501,"Point",9,"Sangat Tinggi",0.87326,0.116792,0.092096,0.075448,0.047908,0.348725,0.142625,0.055549,0.001841,1
"862",409,"Point",9,"Sangat Tinggi",0.87371,0.114607,0.088619,0.067988,0.042007,0.318267,0.131949,0.049776,0.002025,1
"863",317,"Point",9,"Sangat Tinggi",0.874304,0.115487,0.089806,0.071039,0.04379,0.356168,0.135741,0.051738,0.002586,1
"864",836,"Point",9,"Sangat Tinggi",0.874893,0.113403,0.089463,0.075698,0.05401,0.276345,0.13133,0.062376,0.001549,1
"865",396,"Point",9,"Sangat Tinggi",0.875435,0.11755,0.092356,0.075211,0.049724,0.328401,0.17807,0.08237,0.001882,1
"866",15,"Point",9,"Sangat Tinggi",0.876038,0.111883,0.086443,0.067711,0.040897,0.312349,0.141231,0.054844,0.001843,1
"867",414,"Point",9,"Sangat Tinggi",0.876169,0.113818,0.088453,0.068844,0.04166,0.321559,0.125798,0.048806,0.002018,1
"868",350,"Point",9,"Sangat Tinggi",0.876678,0.118252,0.092219,0.073458,0.046238,0.356563,0.156648,0.060804,0.002041,1
"869",48,"Point",9,"Sangat Tinggi",0.876858,0.112854,0.087761,0.072134,0.042715,0.335144,0.142017,0.054953,0.001282,1
"870",71,"Point",9,"Sangat Tinggi",0.877113,0.108483,0.083326,0.065576,0.037863,0.271237,0.120592,0.047719,0.001461,1
"871",376,"Point",9,"Sangat Tinggi",0.877237,0.116621,0.091363,0.072901,0.045324,0.338708,0.133397,0.050182,0.002218,1
"872",444,"Point",9,"Sangat Tinggi",0.878071,0.11685,0.092213,0.076093,0.049194,0.372213,0.168063,0.066869,0.002357,1
"873",507,"Point",9,"Sangat Tinggi",0.878107,0.114916,0.09001,0.071635,0.044785,0.322002,0.113761,0.042089,0.001919,1
"874",364,"Point",9,"Sangat Tinggi",0.879103,0.115613,0.090527,0.071264,0.044142,0.331994,0.127164,0.047706,0.002202,1
"875",91,"Point",9,"Sangat Tinggi",0.879287,0.112816,0.087866,0.07318,0.043795,0.338035,0.142516,0.055876,0.00204,1
"876",18,"Point",9,"Sangat Tinggi",0.880015,0.112463,0.087044,0.070296,0.043338,0.345272,0.155776,0.062964,0.001474,1
"877",402,"Point",9,"Sangat Tinggi",0.880279,0.115871,0.089891,0.070356,0.043826,0.326586,0.140594,0.05603,0.002055,1
"878",463,"Point",9,"Sangat Tinggi",0.880289,0.116981,0.091209,0.072519,0.044967,0.369247,0.134541,0.050629,0.002149,1
"879",253,"Point",9,"Sangat Tinggi",0.880838,0.11641,0.091263,0.071122,0.04392,0.350959,0.140335,0.052842,0.002014,1
"880",761,"Point",9,"Sangat Tinggi",0.880889,0.114376,0.089694,0.07482,0.049634,0.378587,0.17285,0.077444,0.00149,1
"881",28,"Point",9,"Sangat Tinggi",0.881775,0.116072,0.091451,0.074037,0.047234,0.314075,0.140959,0.058373,0.001545,1
"882",403,"Point",9,"Sangat Tinggi",0.882805,0.115125,0.089358,0.070434,0.042991,0.332461,0.15203,0.057836,0.001806,1
"883",504,"Point",9,"Sangat Tinggi",0.88375,0.114249,0.089029,0.069372,0.044261,0.296533,0.114932,0.045627,0.002165,1
"884",8,"Point",9,"Sangat Tinggi",0.885113,0.109662,0.084631,0.065321,0.038155,0.270597,0.11338,0.044208,0.001227,1
"885",264,"Point",9,"Sangat Tinggi",0.885776,0.118978,0.093248,0.075437,0.047231,0.353728,0.145212,0.057147,0.002286,1
"886",254,"Point",9,"Sangat Tinggi",0.88664,0.117588,0.091909,0.071259,0.044451,0.338075,0.147856,0.057807,0.002959,1
"887",347,"Point",9,"Sangat Tinggi",0.887167,0.117889,0.091683,0.072855,0.045725,0.350734,0.13892,0.052659,0.002171,1
"888",306,"Point",9,"Sangat Tinggi",0.888339,0.115963,0.090866,0.068399,0.043919,0.276642,0.120494,0.044753,0.002405,1
"889",271,"Point",9,"Sangat Tinggi",0.888775,0.117332,0.092917,0.07956,0.050979,0.315489,0.168235,0.072598,0.001727,1
"890",860,"Point",9,"Sangat Tinggi",0.888988,0.110755,0.08659,0.069455,0.045483,0.310363,0.121778,0.051369,0.001422,1
"891",141,"Point",9,"Sangat Tinggi",0.889373,0.112164,0.087672,0.072173,0.043618,0.357913,0.169151,0.068577,0.001393,1
"892",408,"Point",9,"Sangat Tinggi",0.889806,0.113997,0.088266,0.069379,0.043062,0.339895,0.135227,0.051524,0.00227,1
"893",312,"Point",9,"Sangat Tinggi",0.889815,0.11618,0.090751,0.071091,0.044475,0.338321,0.138058,0.052891,0.002086,1
"894",70,"Point",9,"Sangat Tinggi",0.890415,0.112293,0.087002,0.071595,0.043662,0.323053,0.142195,0.057498,0.001677,1
"895",136,"Point",9,"Sangat Tinggi",0.891119,0.111082,0.086068,0.068548,0.041128,0.367873,0.157749,0.063515,0.001409,1
"896",241,"Point",9,"Sangat Tinggi",0.891687,0.117406,0.092485,0.079134,0.049917,0.413797,0.171777,0.066709,0.001962,1
"897",452,"Point",9,"Sangat Tinggi",0.893661,0.114793,0.090099,0.074484,0.044329,0.386279,0.166657,0.0628,0.001748,1
"898",315,"Point",9,"Sangat Tinggi",0.894133,0.116123,0.090634,0.071019,0.044087,0.331355,0.138893,0.054164,0.002946,1
"899",366,"Point",9,"Sangat Tinggi",0.894389,0.114445,0.088304,0.067921,0.04242,0.311297,0.127432,0.049202,0.002315,1
"900",188,"Point",9,"Sangat Tinggi",0.894668,0.112991,0.088312,0.073276,0.045235,0.365067,0.151773,0.061915,0.001486,1
"901",1007,"Point",9,"Sangat Tinggi",0.895238,0.107859,0.082963,0.064865,0.040514,0.288709,0.115111,0.04552,0.001687,1
"902",105,"Point",9,"Sangat Tinggi",0.895323,0.112908,0.088305,0.070886,0.042753,0.338345,0.141738,0.054964,0.001627,1
"903",503,"Point",9,"Sangat Tinggi",0.895409,0.116345,0.091262,0.0741,0.047301,0.326497,0.144695,0.059155,0.001522,1
"904",67,"Point",9,"Sangat Tinggi",0.895696,0.109951,0.084946,0.066708,0.04009,0.281112,0.117654,0.045841,0.001472,1
"905",150,"Point",9,"Sangat Tinggi",0.896265,0.109784,0.08502,0.067713,0.039405,0.314118,0.131388,0.050285,0.001243,1
"906",430,"Point",9,"Sangat Tinggi",0.896328,0.115334,0.090404,0.071938,0.044321,0.354054,0.150052,0.057094,0.001905,1
"907",443,"Point",9,"Sangat Tinggi",0.896785,0.116514,0.091011,0.074482,0.045804,0.343053,0.158904,0.065067,0.001948,1
"908",142,"Point",9,"Sangat Tinggi",0.896959,0.114955,0.089693,0.074947,0.045288,0.364103,0.166748,0.066076,0.001681,1
"909",500,"Point",9,"Sangat Tinggi",0.897362,0.115854,0.091179,0.07502,0.047019,0.344184,0.143264,0.056446,0.001614,1
"910",51,"Point",9,"Sangat Tinggi",0.898439,0.111006,0.085346,0.068664,0.040508,0.29941,0.125171,0.047898,0.001546,1
"911",200,"Point",10,"Sangat Tinggi",0.900274,0.114296,0.089567,0.075038,0.045474,0.375883,0.157298,0.062238,0.001531,1
"912",182,"Point",10,"Sangat Tinggi",0.900583,0.113151,0.088455,0.069668,0.042409,0.328813,0.136001,0.053186,0.001802,1
"913",68,"Point",10,"Sangat Tinggi",0.901059,0.108773,0.083579,0.065973,0.038796,0.284149,0.115382,0.044696,0.001636,1
"914",248,"Point",10,"Sangat Tinggi",0.902181,0.112756,0.087752,0.071049,0.042701,0.370846,0.161005,0.063833,0.002211,1
"915",261,"Point",10,"Sangat Tinggi",0.903596,0.117946,0.092993,0.074436,0.046974,0.341115,0.160646,0.06474,0.002395,1
"916",428,"Point",10,"Sangat Tinggi",0.904726,0.114221,0.089056,0.06879,0.042666,0.323337,0.139678,0.054563,0.002312,1
"917",307,"Point",10,"Sangat Tinggi",0.905358,0.117228,0.0913,0.071964,0.04409,0.337937,0.132466,0.051208,0.002457,1
"918",100,"Point",10,"Sangat Tinggi",0.905985,0.117054,0.092093,0.076855,0.049507,0.388159,0.169265,0.068107,0.001378,1
"919",470,"Point",10,"Sangat Tinggi",0.906649,0.115538,0.090142,0.070723,0.043524,0.335956,0.130737,0.048718,0.002464,1
"920",372,"Point",10,"Sangat Tinggi",0.906798,0.115326,0.090269,0.070435,0.044395,0.317331,0.146443,0.056343,0.002104,1
"921",243,"Point",10,"Sangat Tinggi",0.907061,0.117613,0.092611,0.079038,0.050249,0.398246,0.165462,0.064224,0.002015,1
"922",305,"Point",10,"Sangat Tinggi",0.908693,0.117469,0.092432,0.072158,0.046446,0.302656,0.132771,0.051845,0.002354,1
"923",126,"Point",10,"Sangat Tinggi",0.909071,0.112952,0.087973,0.072502,0.042497,0.356521,0.171018,0.067658,0.001426,1
"924",411,"Point",10,"Sangat Tinggi",0.910201,0.114803,0.089218,0.070782,0.044281,0.33857,0.12394,0.046486,0.001857,1
"925",464,"Point",10,"Sangat Tinggi",0.911306,0.118243,0.09327,0.072463,0.046886,0.331982,0.148523,0.062063,0.002525,1
"926",480,"Point",10,"Sangat Tinggi",0.912752,0.115992,0.091459,0.074033,0.047025,0.361595,0.160738,0.065427,0.001945,1
"927",405,"Point",10,"Sangat Tinggi",0.913026,0.115068,0.08943,0.070353,0.043777,0.333325,0.124877,0.046002,0.001541,1
"928",207,"Point",10,"Sangat Tinggi",0.917226,0.110311,0.084591,0.064893,0.038814,0.29233,0.121948,0.046105,0.001789,1
"929",176,"Point",10,"Sangat Tinggi",0.917721,0.113037,0.087986,0.070642,0.042725,0.331332,0.127135,0.047952,0.001445,1
"930",104,"Point",10,"Sangat Tinggi",0.91784,0.113351,0.088459,0.071802,0.043867,0.348937,0.149243,0.059171,0.001506,1
"931",165,"Point",10,"Sangat Tinggi",0.91787,0.113929,0.088705,0.069605,0.042318,0.32546,0.134222,0.050977,0.001669,1
"932",373,"Point",10,"Sangat Tinggi",0.918264,0.114949,0.089506,0.068388,0.041821,0.310457,0.122019,0.045736,0.001932,1
"933",319,"Point",10,"Sangat Tinggi",0.919476,0.115932,0.090321,0.071438,0.043622,0.357138,0.142778,0.055035,0.002412,1
"934",377,"Point",10,"Sangat Tinggi",0.91971,0.115511,0.089949,0.071314,0.044843,0.336591,0.133233,0.049719,0.002128,1
"935",439,"Point",10,"Sangat Tinggi",0.920998,0.117113,0.09114,0.072852,0.04437,0.352446,0.16853,0.068701,0.001806,1
"936",224,"Point",10,"Sangat Tinggi",0.921348,0.113075,0.087981,0.070067,0.04206,0.312786,0.12807,0.048566,0.001754,1
"937",483,"Point",10,"Sangat Tinggi",0.924337,0.114809,0.090155,0.072617,0.044299,0.353178,0.14539,0.054575,0.001703,1
"938",508,"Point",10,"Sangat Tinggi",0.924575,0.116111,0.090868,0.071923,0.045031,0.328978,0.127833,0.048291,0.002148,1
"939",123,"Point",10,"Sangat Tinggi",0.925638,0.113713,0.088766,0.072199,0.043702,0.34458,0.152901,0.060259,0.001406,1
"940",206,"Point",10,"Sangat Tinggi",0.925889,0.111755,0.085887,0.066664,0.040439,0.314992,0.125192,0.047217,0.001856,1
"941",17,"Point",10,"Sangat Tinggi",0.925993,0.112537,0.087222,0.070242,0.042713,0.344729,0.154777,0.060932,0.001592,1
"942",454,"Point",10,"Sangat Tinggi",0.926446,0.115522,0.090256,0.072222,0.044563,0.361864,0.155258,0.061723,0.001932,1
"943",49,"Point",10,"Sangat Tinggi",0.928171,0.110284,0.085385,0.068491,0.040337,0.290371,0.12343,0.049019,0.001474,1
"944",406,"Point",10,"Sangat Tinggi",0.929744,0.115024,0.089176,0.067991,0.042614,0.310073,0.118487,0.044006,0.002109,1
"945",189,"Point",10,"Sangat Tinggi",0.930646,0.116777,0.092172,0.079556,0.048366,0.427263,0.17961,0.071247,0.001849,1
"946",222,"Point",10,"Sangat Tinggi",0.931907,0.115285,0.089942,0.073037,0.045052,0.33809,0.13854,0.053188,0.002099,1
"947",314,"Point",10,"Sangat Tinggi",0.932802,0.115961,0.09058,0.070512,0.044743,0.3304,0.12952,0.048532,0.002738,1
"948",170,"Point",10,"Sangat Tinggi",0.933549,0.114795,0.089399,0.070742,0.044466,0.312425,0.129426,0.050715,0.001468,1
"949",460,"Point",10,"Sangat Tinggi",0.933555,0.115339,0.089882,0.07029,0.043583,0.310076,0.122141,0.046395,0.002332,1
"950",357,"Point",10,"Sangat Tinggi",0.934447,0.116176,0.090612,0.071814,0.043453,0.390015,0.170121,0.067518,0.002219,1
"951",437,"Point",10,"Sangat Tinggi",0.934598,0.118037,0.093167,0.075782,0.047939,0.359616,0.17714,0.072464,0.002294,1
"952",252,"Point",10,"Sangat Tinggi",0.935331,0.117771,0.092579,0.073491,0.045796,0.337004,0.15291,0.061193,0.00283,1
"953",1045,"Point",10,"Sangat Tinggi",0.935423,0.105894,0.081543,0.06473,0.038885,0.304553,0.124223,0.048993,0.001376,1
"954",125,"Point",10,"Sangat Tinggi",0.936691,0.114197,0.089,0.075014,0.045434,0.364816,0.165397,0.067041,0.001791,1
"955",502,"Point",10,"Sangat Tinggi",0.939044,0.115949,0.091245,0.074818,0.047549,0.31711,0.136275,0.05652,0.001965,1
"956",432,"Point",10,"Sangat Tinggi",0.939868,0.115096,0.09031,0.071485,0.043627,0.360001,0.161099,0.06407,0.001545,1
"957",422,"Point",10,"Sangat Tinggi",0.939971,0.115228,0.089439,0.069412,0.043456,0.321356,0.119868,0.044375,0.002305,1
"958",473,"Point",10,"Sangat Tinggi",0.940245,0.115506,0.090231,0.069692,0.04367,0.298382,0.110797,0.042128,0.002619,1
"959",453,"Point",10,"Sangat Tinggi",0.94194,0.115506,0.090335,0.072447,0.043958,0.386419,0.172061,0.066792,0.001854,1
"960",914,"Point",10,"Sangat Tinggi",0.942443,0.106046,0.081704,0.062849,0.038333,0.276198,0.105521,0.040451,0.001563,1
"961",523,"Point",10,"Sangat Tinggi",0.94331,0.117882,0.093686,0.075992,0.053993,0.30126,0.14534,0.068724,0.001972,1
"962",1044,"Point",10,"Sangat Tinggi",0.94347,0.105068,0.080663,0.063576,0.037254,0.299463,0.113181,0.043597,0.001432,1
"963",258,"Point",10,"Sangat Tinggi",0.943768,0.117739,0.091629,0.071656,0.0436,0.350596,0.150812,0.057674,0.002891,1
"964",423,"Point",10,"Sangat Tinggi",0.944089,0.115105,0.089427,0.06904,0.043658,0.314018,0.125976,0.047857,0.002127,1
"965",204,"Point",10,"Sangat Tinggi",0.944655,0.114126,0.089636,0.072396,0.044788,0.328466,0.139101,0.055089,0.001189,1
"966",407,"Point",10,"Sangat Tinggi",0.945706,0.114073,0.088457,0.067607,0.040872,0.320006,0.132482,0.050122,0.001824,1
"967",153,"Point",10,"Sangat Tinggi",0.946093,0.112135,0.08614,0.067681,0.040912,0.306948,0.134615,0.053173,0.001393,1
"968",101,"Point",10,"Sangat Tinggi",0.946309,0.116223,0.091095,0.074394,0.04639,0.369821,0.154992,0.061256,0.001685,1
"969",391,"Point",10,"Sangat Tinggi",0.946319,0.115103,0.090111,0.071611,0.045714,0.304992,0.145912,0.061973,0.002198,1
"970",22,"Point",10,"Sangat Tinggi",0.948132,0.116329,0.091581,0.075613,0.047934,0.371249,0.157732,0.06376,0.001961,1
"971",371,"Point",10,"Sangat Tinggi",0.948209,0.115427,0.089499,0.070636,0.042416,0.364488,0.155212,0.060836,0.002111,1
"972",256,"Point",10,"Sangat Tinggi",0.948781,0.117505,0.091564,0.07157,0.04416,0.349189,0.156495,0.060475,0.002795,1
"973",520,"Point",10,"Sangat Tinggi",0.948936,0.115875,0.091098,0.072177,0.046105,0.339056,0.118802,0.043298,0.002013,1
"974",375,"Point",10,"Sangat Tinggi",0.9496,0.114927,0.089603,0.070229,0.042661,0.325336,0.135029,0.051222,0.002219,1
"975",311,"Point",10,"Sangat Tinggi",0.95155,0.118097,0.09188,0.0725,0.044793,0.35654,0.139261,0.053036,0.002344,1
"976",129,"Point",10,"Sangat Tinggi",0.951748,0.111963,0.087005,0.074433,0.042149,0.382055,0.179886,0.070054,0.001573,1
"977",489,"Point",10,"Sangat Tinggi",0.952717,0.114299,0.08881,0.069302,0.041609,0.336519,0.146986,0.057304,0.00176,1
"978",486,"Point",10,"Sangat Tinggi",0.953162,0.114944,0.090569,0.072089,0.043626,0.363012,0.16036,0.061055,0.001759,1
"979",521,"Point",10,"Sangat Tinggi",0.953274,0.114389,0.089608,0.069475,0.044633,0.313167,0.110765,0.042241,0.002255,1
"980",369,"Point",10,"Sangat Tinggi",0.953848,0.114982,0.089689,0.0697,0.044027,0.324543,0.135535,0.053464,0.002091,1
"981",19,"Point",10,"Sangat Tinggi",0.954429,0.11378,0.089171,0.073685,0.046163,0.366368,0.182814,0.073757,0.001274,1
"982",210,"Point",10,"Sangat Tinggi",0.95674,0.111022,0.08531,0.066627,0.040926,0.305853,0.143194,0.05701,0.001652,1
"983",81,"Point",10,"Sangat Tinggi",0.956839,0.115512,0.090195,0.073334,0.046062,0.355399,0.136785,0.052678,0.002104,1
"984",24,"Point",10,"Sangat Tinggi",0.957244,0.116528,0.091638,0.076276,0.048266,0.366653,0.154953,0.062766,0.001936,1
"985",415,"Point",10,"Sangat Tinggi",0.957597,0.11549,0.0904,0.071984,0.045599,0.33184,0.113656,0.042264,0.002301,1
"986",169,"Point",10,"Sangat Tinggi",0.957652,0.116049,0.091076,0.073925,0.045801,0.348976,0.14399,0.05535,0.001933,1
"987",424,"Point",10,"Sangat Tinggi",0.958664,0.114256,0.088828,0.068775,0.04252,0.326321,0.127804,0.048884,0.001788,1
"988",26,"Point",10,"Sangat Tinggi",0.95868,0.116518,0.091141,0.075432,0.047668,0.364088,0.147004,0.059483,0.001704,1
"989",192,"Point",10,"Sangat Tinggi",0.959071,0.11376,0.089535,0.076976,0.045701,0.428825,0.170229,0.066152,0.001648,1
"990",374,"Point",10,"Sangat Tinggi",0.961786,0.115048,0.089782,0.070417,0.043366,0.334981,0.131322,0.050199,0.00222,1
"991",223,"Point",10,"Sangat Tinggi",0.962595,0.115305,0.089742,0.072748,0.044693,0.338298,0.13765,0.052608,0.002211,1
"992",445,"Point",10,"Sangat Tinggi",0.962619,0.11624,0.0915,0.073602,0.045468,0.356988,0.154662,0.060371,0.001762,1
"993",260,"Point",10,"Sangat Tinggi",0.963849,0.117868,0.092177,0.072807,0.044677,0.360722,0.155635,0.060415,0.002389,1
"994",435,"Point",10,"Sangat Tinggi",0.964237,0.117846,0.09207,0.073241,0.045733,0.351099,0.16491,0.068598,0.001987,1
"995",90,"Point",10,"Sangat Tinggi",0.964912,0.114503,0.089163,0.072424,0.04323,0.329137,0.137357,0.054388,0.001963,1
"996",259,"Point",10,"Sangat Tinggi",0.964964,0.117876,0.091862,0.072017,0.044507,0.346234,0.146904,0.056792,0.002699,1
"997",102,"Point",10,"Sangat Tinggi",0.965149,0.116175,0.09101,0.074128,0.045834,0.369222,0.153309,0.060145,0.001699,1
"998",313,"Point",10,"Sangat Tinggi",0.966496,0.116504,0.090729,0.071199,0.044004,0.346629,0.140922,0.054562,0.002304,1
"999",25,"Point",10,"Sangat Tinggi",0.967719,0.115343,0.090331,0.072354,0.043919,0.324398,0.141086,0.056227,0.001914,1
"1000",82,"Point",10,"Sangat Tinggi",0.969248,0.114485,0.089667,0.069275,0.04357,0.30717,0.125957,0.048429,0.00203,1
"1001",487,"Point",10,"Sangat Tinggi",0.970446,0.115598,0.090963,0.073415,0.044714,0.365446,0.155546,0.060674,0.001938,1
"1002",34,"Point",10,"Sangat Tinggi",0.970733,0.117984,0.093176,0.080222,0.050515,0.409835,0.16102,0.064015,0.001879,1
"1003",198,"Point",10,"Sangat Tinggi",0.971502,0.115775,0.090793,0.07599,0.046967,0.394473,0.170025,0.067932,0.001938,1
"1004",6,"Point",10,"Sangat Tinggi",0.972135,0.113319,0.088522,0.072584,0.045808,0.371244,0.174799,0.070867,0.001657,1
"1005",229,"Point",10,"Sangat Tinggi",0.972813,0.111186,0.085856,0.068078,0.041848,0.322265,0.139938,0.056572,0.001863,1
"1006",228,"Point",10,"Sangat Tinggi",0.974656,0.112087,0.086453,0.070543,0.043119,0.343796,0.162645,0.065739,0.001751,1
"1007",316,"Point",10,"Sangat Tinggi",0.975367,0.116111,0.090474,0.070598,0.044465,0.356939,0.143684,0.054506,0.002769,1
"1008",221,"Point",10,"Sangat Tinggi",0.977747,0.11465,0.089278,0.07074,0.043381,0.315314,0.126179,0.048483,0.001871,1
"1009",197,"Point",10,"Sangat Tinggi",0.977996,0.117377,0.09252,0.078458,0.048893,0.39915,0.185177,0.07404,0.001858,1
"1010",128,"Point",10,"Sangat Tinggi",0.978786,0.112204,0.087682,0.073125,0.043337,0.37327,0.167157,0.066836,0.001739,1
"1011",519,"Point",10,"Sangat Tinggi",0.978836,0.116353,0.091172,0.072364,0.04606,0.337542,0.132948,0.0523,0.001931,1
"1012",83,"Point",10,"Sangat Tinggi",0.980192,0.116438,0.091915,0.077512,0.048256,0.386844,0.161366,0.064215,0.002071,1
"1013",190,"Point",10,"Sangat Tinggi",0.980634,0.114794,0.090758,0.07883,0.0481,0.435131,0.178273,0.069802,0.001675,1
"1014",413,"Point",10,"Sangat Tinggi",0.983529,0.115026,0.089904,0.071153,0.044345,0.316852,0.112538,0.042478,0.002016,1
"1015",522,"Point",10,"Sangat Tinggi",0.986357,0.116046,0.09101,0.071991,0.047884,0.299614,0.134898,0.057984,0.001878,1
"1016",33,"Point",10,"Sangat Tinggi",0.986756,0.11644,0.091271,0.073743,0.046955,0.358186,0.146366,0.057353,0.001816,1
"1017",227,"Point",10,"Sangat Tinggi",0.986854,0.112262,0.087542,0.072466,0.044501,0.350945,0.165254,0.066808,0.001681,1
"1018",186,"Point",10,"Sangat Tinggi",0.987815,0.117382,0.091779,0.078301,0.048359,0.392113,0.182923,0.073169,0.001847,1
"1019",220,"Point",10,"Sangat Tinggi",0.989793,0.115004,0.089753,0.071694,0.044535,0.329233,0.131256,0.049407,0.001946,1
"1020",130,"Point",10,"Sangat Tinggi",0.992285,0.11187,0.086917,0.07269,0.041289,0.365883,0.169861,0.066563,0.001441,1
"1021",41,"Point",10,"Sangat Tinggi",0.993143,0.112511,0.087316,0.070817,0.044638,0.347456,0.165444,0.068477,0.001719,1
"1022",39,"Point",10,"Sangat Tinggi",0.995768,0.113252,0.088235,0.072307,0.044827,0.359383,0.170826,0.069689,0.001351,1
"1023",187,"Point",10,"Sangat Tinggi",0.997858,0.116216,0.091554,0.077097,0.047564,0.385489,0.183056,0.072208,0.001659,1
"1024",127,"Point",10,"Sangat Tinggi",0.99964,0.113664,0.088388,0.075299,0.044054,0.384147,0.183674,0.073137,0.001767,1
"1025",89,"Point",10,"Sangat Tinggi",1,0.110625,0.084952,0.062901,0.03937,0.265935,0.111907,0.043246,0.002002,1
