"","FID","Shape","Class","kategori","frci","Band_1","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","Band_9","cluster"
"416",787,"Point",6,"Sedang",0.561534,0.10794,0.083529,0.067404,0.041561,0.307722,0.129126,0.052311,0.001489,1
"417",44,"Point",6,"Sedang",0.564014,0.107643,0.082923,0.066263,0.037725,0.277632,0.116232,0.046985,0.001409,1
"418",440,"Point",6,"Sedang",0.564758,0.117606,0.09375,0.075567,0.0518,0.300119,0.171014,0.080547,0.001524,1
"419",1039,"Point",6,"Sedang",0.566416,0.10808,0.083532,0.067243,0.041596,0.305826,0.120758,0.047921,0.001789,1
"420",625,"Point",6,"Sedang",0.566431,0.112343,0.087845,0.070965,0.044344,0.329408,0.132978,0.053956,0.001505,1
"421",137,"Point",6,"Sedang",0.568316,0.112048,0.086974,0.071174,0.042276,0.39744,0.16382,0.0639,0.001503,1
"422",614,"Point",6,"Sedang",0.569309,0.114389,0.090229,0.074588,0.051569,0.336476,0.177677,0.081446,0.001877,1
"423",394,"Point",6,"Sedang",0.570168,0.117287,0.093584,0.073928,0.053793,0.257031,0.170598,0.086691,0.002035,1
"424",63,"Point",6,"Sedang",0.570559,0.110376,0.085493,0.068493,0.04014,0.325568,0.136187,0.054079,0.001717,1
"425",979,"Point",6,"Sedang",0.57139,0.107474,0.083543,0.06823,0.041009,0.282289,0.118901,0.046559,0.001548,1
"426",94,"Point",6,"Sedang",0.571429,0.112781,0.088297,0.070814,0.045588,0.302715,0.127561,0.05188,0.001659,1
"427",976,"Point",6,"Sedang",0.572025,0.109731,0.085357,0.071246,0.045227,0.313498,0.154042,0.066449,0.001298,1
"428",390,"Point",6,"Sedang",0.572063,0.115317,0.090961,0.072277,0.047888,0.288823,0.165589,0.076399,0.001361,1
"429",969,"Point",6,"Sedang",0.572637,0.106144,0.081409,0.06465,0.038175,0.269055,0.110635,0.04283,0.001641,1
"430",808,"Point",6,"Sedang",0.572779,0.106974,0.082335,0.064501,0.038778,0.300277,0.120778,0.046493,0.001245,1
"431",76,"Point",6,"Sedang",0.573004,0.114487,0.08952,0.074554,0.044898,0.353589,0.147924,0.059288,0.001857,1
"432",178,"Point",6,"Sedang",0.573658,0.111312,0.086141,0.068696,0.04094,0.322514,0.133488,0.051686,0.00136,1
"433",990,"Point",6,"Sedang",0.57402,0.107765,0.082851,0.067291,0.04068,0.303581,0.138939,0.055639,0.001328,1
"434",1015,"Point",6,"Sedang",0.576232,0.108198,0.082881,0.067662,0.040419,0.325615,0.1373,0.05544,0.001509,1
"435",624,"Point",6,"Sedang",0.576387,0.112953,0.088002,0.07191,0.047112,0.330278,0.145096,0.060243,0.001801,1
"436",1008,"Point",6,"Sedang",0.576678,0.109019,0.084829,0.069259,0.048826,0.265874,0.126956,0.057372,0.001669,1
"437",1002,"Point",6,"Sedang",0.578878,0.107679,0.082892,0.067979,0.041396,0.287062,0.120195,0.04908,0.001655,1
"438",40,"Point",6,"Sedang",0.580711,0.114463,0.089363,0.074472,0.045315,0.35858,0.164273,0.066059,0.001882,1
"439",975,"Point",6,"Sedang",0.581281,0.108344,0.083322,0.068725,0.042481,0.29757,0.136576,0.056901,0.00167,1
"440",809,"Point",6,"Sedang",0.581403,0.10798,0.083222,0.064689,0.040367,0.274757,0.113569,0.045086,0.001369,1
"441",717,"Point",6,"Sedang",0.583027,0.114422,0.089959,0.076421,0.047304,0.366938,0.172474,0.07232,0.002328,1
"442",219,"Point",6,"Sedang",0.583102,0.115134,0.090474,0.075587,0.045833,0.365208,0.156086,0.062045,0.001829,1
"443",517,"Point",6,"Sedang",0.583682,0.125718,0.100148,0.080235,0.064215,0.299351,0.171851,0.082323,0.002366,1
"444",1003,"Point",6,"Sedang",0.58576,0.10755,0.082628,0.067142,0.040628,0.29143,0.121638,0.047576,0.001659,1
"445",1013,"Point",6,"Sedang",0.586449,0.107831,0.082777,0.068194,0.042389,0.267827,0.126768,0.054334,0.001685,1
"446",290,"Point",6,"Sedang",0.586915,0.116029,0.090193,0.072272,0.04352,0.304856,0.155391,0.063156,0.001925,1
"447",247,"Point",6,"Sedang",0.587633,0.113264,0.087899,0.073377,0.044802,0.391198,0.173469,0.069085,0.001827,1
"448",525,"Point",6,"Sedang",0.587963,0.117004,0.09256,0.07199,0.048496,0.347487,0.172081,0.070187,0.001967,1
"449",1012,"Point",6,"Sedang",0.588205,0.108398,0.084852,0.066983,0.045795,0.228933,0.122042,0.057599,0.001879,1
"450",947,"Point",6,"Sedang",0.589065,0.108634,0.084077,0.067777,0.04195,0.294314,0.11655,0.045744,0.001596,1
"451",981,"Point",6,"Sedang",0.590434,0.107957,0.084014,0.068414,0.042335,0.291439,0.112254,0.04396,0.0019,1
"452",994,"Point",6,"Sedang",0.591687,0.106751,0.081724,0.064436,0.038118,0.255971,0.105103,0.041423,0.001322,1
"453",1024,"Point",6,"Sedang",0.59401,0.111677,0.087866,0.074099,0.051679,0.296339,0.147543,0.066789,0.001948,1
"454",302,"Point",6,"Sedang",0.594012,0.118015,0.093206,0.075461,0.04734,0.33962,0.164572,0.067713,0.002543,1
"455",818,"Point",6,"Sedang",0.594546,0.110234,0.085944,0.073252,0.046313,0.323222,0.143344,0.060554,0.001491,1
"456",992,"Point",6,"Sedang",0.595133,0.10671,0.081735,0.065406,0.039066,0.281419,0.112797,0.043756,0.001605,1
"457",304,"Point",6,"Sedang",0.596016,0.118208,0.092778,0.074005,0.046792,0.335078,0.139777,0.055078,0.002274,1
"458",885,"Point",6,"Sedang",0.596619,0.11044,0.085501,0.070652,0.042986,0.340771,0.154276,0.062124,0.001396,1
"459",1043,"Point",6,"Sedang",0.596632,0.105917,0.081079,0.063936,0.037289,0.29669,0.112163,0.042142,0.001554,1
"460",875,"Point",6,"Sedang",0.597508,0.110169,0.086636,0.071421,0.046773,0.302245,0.133106,0.060591,0.001239,1
"461",781,"Point",6,"Sedang",0.598653,0.116144,0.091843,0.076576,0.057107,0.330093,0.161591,0.077088,0.002108,1
"462",937,"Point",6,"Sedang",0.599817,0.108101,0.082949,0.065034,0.037836,0.314639,0.134741,0.053864,0.001849,1
"463",418,"Point",7,"Tinggi",0.600446,0.115371,0.089731,0.070981,0.044292,0.344741,0.139428,0.055123,0.002211,1
"464",278,"Point",7,"Tinggi",0.601352,0.115008,0.089672,0.072381,0.04337,0.323384,0.160462,0.066062,0.001755,1
"465",275,"Point",7,"Tinggi",0.602213,0.115147,0.090645,0.074328,0.046585,0.343991,0.165633,0.067395,0.001943,1
"466",115,"Point",7,"Tinggi",0.603966,0.113291,0.088701,0.073736,0.044821,0.354338,0.157371,0.062621,0.001443,1
"467",798,"Point",7,"Tinggi",0.604971,0.106706,0.081456,0.061385,0.037725,0.237339,0.096485,0.038134,0.001288,1
"468",1032,"Point",7,"Tinggi",0.605147,0.109094,0.085157,0.071333,0.046415,0.319144,0.164476,0.073897,0.001144,1
"469",438,"Point",7,"Tinggi",0.605704,0.11792,0.092556,0.076038,0.048832,0.372612,0.170839,0.071263,0.002237,1
"470",327,"Point",7,"Tinggi",0.607608,0.117168,0.092586,0.076235,0.047967,0.333135,0.168384,0.071355,0.002454,1
"471",988,"Point",7,"Tinggi",0.607767,0.106895,0.082437,0.065779,0.040522,0.280007,0.124782,0.050198,0.001323,1
"472",526,"Point",7,"Tinggi",0.609184,0.115817,0.091892,0.074144,0.045739,0.359824,0.165648,0.067659,0.001965,1
"473",47,"Point",7,"Tinggi",0.609268,0.110027,0.084648,0.068531,0.039974,0.302512,0.124708,0.049141,0.001439,1
"474",274,"Point",7,"Tinggi",0.617962,0.116966,0.093007,0.079081,0.050175,0.327428,0.15375,0.065592,0.001533,1
"475",236,"Point",7,"Tinggi",0.618399,0.113815,0.088796,0.073649,0.043772,0.347167,0.143589,0.056982,0.002022,1
"476",296,"Point",7,"Tinggi",0.618718,0.116538,0.092208,0.075653,0.047997,0.324691,0.16765,0.072458,0.002385,1
"477",441,"Point",7,"Tinggi",0.619267,0.116423,0.091403,0.073399,0.045579,0.347446,0.163729,0.06702,0.001785,1
"478",797,"Point",7,"Tinggi",0.620438,0.106979,0.081781,0.061886,0.037947,0.243376,0.106188,0.043921,0.001226,1
"479",888,"Point",7,"Tinggi",0.620548,0.109168,0.084453,0.067457,0.041463,0.312791,0.132166,0.052591,0.00122,1
"480",1037,"Point",7,"Tinggi",0.621118,0.109678,0.085612,0.070219,0.047119,0.308465,0.142566,0.062428,0.000948,1
"481",111,"Point",7,"Tinggi",0.621714,0.113654,0.088757,0.075051,0.046477,0.378462,0.169971,0.068258,0.001734,1
"482",326,"Point",7,"Tinggi",0.622085,0.119034,0.093806,0.077441,0.052517,0.314172,0.168182,0.072856,0.00207,1
"483",835,"Point",7,"Tinggi",0.622436,0.11247,0.088679,0.074825,0.051348,0.29454,0.146993,0.069766,0.001417,1
"484",986,"Point",7,"Tinggi",0.623492,0.109826,0.085381,0.070885,0.046411,0.312854,0.142711,0.060236,0.001734,1
"485",1018,"Point",7,"Tinggi",0.624253,0.109526,0.085426,0.06955,0.045753,0.295646,0.136444,0.058387,0.001498,1
"486",949,"Point",7,"Tinggi",0.625035,0.10772,0.082407,0.064509,0.039272,0.293931,0.111384,0.042485,0.001427,1
"487",513,"Point",7,"Tinggi",0.625419,0.117081,0.091601,0.072135,0.046528,0.324917,0.125556,0.049553,0.002542,1
"488",320,"Point",7,"Tinggi",0.625783,0.117438,0.092962,0.074922,0.0498,0.336242,0.172764,0.074192,0.002451,1
"489",60,"Point",7,"Tinggi",0.626756,0.112974,0.088445,0.07566,0.045677,0.385581,0.165434,0.067623,0.001473,1
"490",575,"Point",7,"Tinggi",0.627478,0.114808,0.090577,0.073646,0.059616,0.245279,0.182817,0.105022,0.00176,1
"491",514,"Point",7,"Tinggi",0.628786,0.118152,0.093733,0.079254,0.055482,0.333024,0.164142,0.079813,0.002216,1
"492",162,"Point",7,"Tinggi",0.629836,0.111527,0.086778,0.069006,0.042217,0.327974,0.13551,0.05389,0.001521,1
"493",870,"Point",7,"Tinggi",0.630142,0.116939,0.094658,0.082609,0.064224,0.280826,0.162461,0.08622,0.001857,1
"494",146,"Point",7,"Tinggi",0.630357,0.114067,0.088707,0.072108,0.043214,0.332863,0.143427,0.057586,0.001581,1
"495",971,"Point",7,"Tinggi",0.631338,0.107855,0.083353,0.066517,0.040712,0.281808,0.110392,0.044026,0.001743,1
"496",1004,"Point",7,"Tinggi",0.632055,0.107985,0.08409,0.067792,0.044196,0.28379,0.131251,0.056063,0.001735,1
"497",195,"Point",7,"Tinggi",0.632208,0.117444,0.092138,0.077251,0.048355,0.380743,0.167462,0.066751,0.00195,1
"498",712,"Point",7,"Tinggi",0.634478,0.111126,0.086734,0.073172,0.044183,0.3656,0.142204,0.05585,0.001984,1
"499",282,"Point",7,"Tinggi",0.63477,0.114603,0.089326,0.071903,0.042816,0.323798,0.157555,0.063644,0.001979,1
"500",669,"Point",7,"Tinggi",0.635164,0.113877,0.08972,0.075147,0.046624,0.362259,0.169908,0.070401,0.001781,1
"501",458,"Point",7,"Tinggi",0.636371,0.11737,0.092474,0.079076,0.055095,0.323352,0.165368,0.075568,0.002058,1
"502",670,"Point",7,"Tinggi",0.636677,0.115266,0.090993,0.081828,0.048537,0.367217,0.180909,0.072726,0.001759,1
"503",954,"Point",7,"Tinggi",0.638329,0.107161,0.082832,0.065013,0.040566,0.282736,0.120797,0.048294,0.001337,1
"504",478,"Point",7,"Tinggi",0.638882,0.114137,0.090137,0.071103,0.044668,0.321857,0.145325,0.05892,0.001477,1
"505",859,"Point",7,"Tinggi",0.639538,0.116284,0.094035,0.080305,0.064071,0.267556,0.153342,0.09619,0.001583,1
"506",112,"Point",7,"Tinggi",0.640553,0.114315,0.089197,0.075298,0.045733,0.369835,0.163609,0.065146,0.001231,1
"507",710,"Point",7,"Tinggi",0.640811,0.1129,0.08734,0.070623,0.043483,0.364785,0.140037,0.05449,0.001856,1
"508",175,"Point",7,"Tinggi",0.64112,0.112806,0.087616,0.073028,0.044101,0.327012,0.136887,0.053653,0.001615,1
"509",12,"Point",7,"Tinggi",0.64137,0.112734,0.087786,0.071028,0.043582,0.348033,0.13485,0.05132,0.001908,1
"510",113,"Point",7,"Tinggi",0.641508,0.110346,0.085326,0.068272,0.040185,0.331184,0.136441,0.054043,0.001458,1
"511",880,"Point",7,"Tinggi",0.641529,0.107808,0.082767,0.064167,0.041026,0.28594,0.117527,0.046845,0.001535,1
"512",1014,"Point",7,"Tinggi",0.642468,0.108403,0.084091,0.070365,0.043528,0.334574,0.155311,0.064473,0.001614,1
"513",616,"Point",7,"Tinggi",0.642799,0.113395,0.088268,0.070298,0.045253,0.354521,0.159012,0.065076,0.001639,1
"514",397,"Point",7,"Tinggi",0.64313,0.119195,0.094897,0.077305,0.052727,0.313665,0.17587,0.08267,0.002019,1
"515",235,"Point",7,"Tinggi",0.643242,0.113263,0.087996,0.072436,0.04333,0.343869,0.144478,0.056632,0.002006,1
"516",903,"Point",7,"Tinggi",0.643379,0.107857,0.08435,0.067137,0.043197,0.29657,0.110392,0.041834,0.001269,1
"517",839,"Point",7,"Tinggi",0.643675,0.113544,0.08931,0.078365,0.052339,0.322177,0.152245,0.070967,0.001896,1
"518",879,"Point",7,"Tinggi",0.644365,0.108198,0.082987,0.062329,0.039185,0.269295,0.109282,0.042537,0.001786,1
"519",952,"Point",7,"Tinggi",0.644992,0.108143,0.083342,0.065288,0.039971,0.310245,0.118561,0.044597,0.001708,1
"520",389,"Point",7,"Tinggi",0.646377,0.114182,0.089684,0.070401,0.044827,0.290836,0.151834,0.064018,0.001545,1
"521",715,"Point",7,"Tinggi",0.64825,0.109746,0.084596,0.064262,0.037872,0.309474,0.13425,0.05203,0.001732,1
"522",877,"Point",7,"Tinggi",0.648526,0.109043,0.085294,0.06912,0.04474,0.281641,0.120052,0.049987,0.001339,1
"523",379,"Point",7,"Tinggi",0.648884,0.11728,0.092434,0.073642,0.048258,0.326101,0.153351,0.061688,0.001792,1
"524",929,"Point",7,"Tinggi",0.649006,0.109131,0.08455,0.065939,0.042383,0.283484,0.119767,0.04844,0.001822,1
"525",114,"Point",7,"Tinggi",0.649448,0.11124,0.086624,0.070238,0.041471,0.331268,0.150776,0.059078,0.001432,1
"526",1038,"Point",7,"Tinggi",0.64946,0.109451,0.085783,0.071155,0.051758,0.274358,0.135576,0.062426,0.001736,1
"527",906,"Point",7,"Tinggi",0.650535,0.108013,0.083163,0.065994,0.039671,0.327367,0.124861,0.047513,0.001755,1
"528",145,"Point",7,"Tinggi",0.651222,0.116344,0.091557,0.076603,0.046932,0.382199,0.157943,0.061941,0.001683,1
"529",759,"Point",7,"Tinggi",0.652897,0.112448,0.087951,0.071446,0.045143,0.361269,0.15935,0.067877,0.001809,1
"530",417,"Point",7,"Tinggi",0.653033,0.117253,0.092333,0.074486,0.047775,0.365502,0.145566,0.058154,0.002417,1
"531",1021,"Point",7,"Tinggi",0.653873,0.108558,0.084118,0.067453,0.041801,0.314423,0.131138,0.053452,0.001992,1
"532",283,"Point",7,"Tinggi",0.654758,0.114573,0.089868,0.073699,0.043789,0.35078,0.163533,0.066478,0.001892,1
"533",944,"Point",7,"Tinggi",0.655569,0.107342,0.082811,0.066169,0.039954,0.292902,0.128925,0.052025,0.001779,1
"534",276,"Point",7,"Tinggi",0.656036,0.115864,0.091012,0.074404,0.047271,0.319954,0.158591,0.065944,0.001931,1
"535",211,"Point",7,"Tinggi",0.657499,0.111057,0.085778,0.06806,0.039769,0.30399,0.12827,0.050234,0.001639,1
"536",419,"Point",7,"Tinggi",0.658223,0.117319,0.092535,0.074905,0.046352,0.36982,0.154834,0.060869,0.002324,1
"537",951,"Point",7,"Tinggi",0.658328,0.108064,0.083575,0.065903,0.039964,0.313815,0.124879,0.048987,0.001779,1
"538",721,"Point",7,"Tinggi",0.65906,0.114957,0.091557,0.076274,0.052172,0.335107,0.185155,0.084587,0.00174,1
"539",820,"Point",7,"Tinggi",0.659637,0.109246,0.08598,0.072037,0.045981,0.315214,0.136819,0.057161,0.001479,1
"540",395,"Point",7,"Tinggi",0.659887,0.11807,0.093709,0.075577,0.05375,0.280342,0.16982,0.088234,0.002099,1
"541",1036,"Point",7,"Tinggi",0.66003,0.109822,0.086692,0.071837,0.05124,0.287981,0.146076,0.068689,0.001518,1
"542",966,"Point",7,"Tinggi",0.660759,0.107294,0.083586,0.068478,0.043855,0.271999,0.107941,0.044153,0.001742,1
"543",987,"Point",7,"Tinggi",0.661528,0.108774,0.084677,0.068379,0.044752,0.281016,0.135189,0.060344,0.001795,1
"544",915,"Point",7,"Tinggi",0.661611,0.107857,0.083973,0.067527,0.043513,0.293241,0.120604,0.049208,0.002014,1
"545",617,"Point",7,"Tinggi",0.662405,0.111485,0.086859,0.068603,0.041732,0.330341,0.140027,0.05701,0.001387,1
"546",95,"Point",7,"Tinggi",0.662711,0.111669,0.086636,0.069047,0.042165,0.318748,0.135954,0.052973,0.001814,1
"547",707,"Point",7,"Tinggi",0.663909,0.110875,0.085604,0.067651,0.040371,0.325906,0.138572,0.054553,0.001708,1
"548",139,"Point",7,"Tinggi",0.664059,0.11305,0.088615,0.074445,0.044214,0.40369,0.172246,0.06712,0.0016,1
"549",950,"Point",7,"Tinggi",0.664484,0.107206,0.082676,0.063826,0.038791,0.296668,0.113217,0.043881,0.001542,1
"550",786,"Point",7,"Tinggi",0.664727,0.107517,0.083143,0.066796,0.040812,0.316847,0.11755,0.045126,0.001606,1
"551",295,"Point",7,"Tinggi",0.664752,0.117637,0.093246,0.076688,0.049888,0.334527,0.171033,0.073786,0.002015,1
"552",899,"Point",7,"Tinggi",0.665103,0.109023,0.083843,0.069618,0.041565,0.32522,0.138549,0.054144,0.001918,1
"553",876,"Point",7,"Tinggi",0.665702,0.108267,0.083916,0.068063,0.041409,0.317992,0.145498,0.059216,0.001216,1
"554",799,"Point",7,"Tinggi",0.666272,0.10751,0.083726,0.067809,0.046653,0.226129,0.11245,0.051487,0.001332,1
"555",713,"Point",7,"Tinggi",0.666667,0.11148,0.087334,0.071287,0.044189,0.352466,0.150423,0.060609,0.00152,1
"556",995,"Point",7,"Tinggi",0.666917,0.106592,0.081508,0.064275,0.038433,0.253148,0.104847,0.041266,0.00132,1
"557",967,"Point",7,"Tinggi",0.667297,0.10759,0.083433,0.06563,0.043288,0.251239,0.107649,0.046198,0.001742,1
"558",785,"Point",7,"Tinggi",0.667863,0.106618,0.082083,0.065617,0.039351,0.315809,0.117449,0.044424,0.001215,1
"559",868,"Point",7,"Tinggi",0.668898,0.11628,0.093734,0.079033,0.060314,0.28228,0.155537,0.081181,0.001898,1
"560",436,"Point",7,"Tinggi",0.669718,0.117965,0.091977,0.075858,0.049874,0.354008,0.16778,0.06978,0.001984,1
"561",945,"Point",7,"Tinggi",0.670765,0.107881,0.083263,0.064879,0.040116,0.274252,0.114432,0.045532,0.001661,1
"562",783,"Point",7,"Tinggi",0.67174,0.114917,0.090518,0.073278,0.051468,0.331217,0.157987,0.073462,0.001958,1
"563",493,"Point",7,"Tinggi",0.671849,0.116816,0.090505,0.074764,0.045998,0.352795,0.168568,0.06814,0.002083,1
"564",716,"Point",7,"Tinggi",0.673077,0.112648,0.088083,0.073367,0.044165,0.370794,0.1604,0.063974,0.001707,1
"565",878,"Point",7,"Tinggi",0.673384,0.107689,0.083663,0.066007,0.042378,0.292289,0.124625,0.051027,0.001427,1
"566",116,"Point",7,"Tinggi",0.673935,0.110345,0.084677,0.067035,0.039184,0.309664,0.127718,0.048913,0.00151,1
"567",451,"Point",7,"Tinggi",0.675239,0.116069,0.091,0.076008,0.045591,0.384949,0.167383,0.066826,0.001774,1
"568",160,"Point",7,"Tinggi",0.675497,0.113008,0.087821,0.070964,0.042123,0.343786,0.145193,0.056807,0.001926,1
"569",173,"Point",7,"Tinggi",0.678103,0.111338,0.086252,0.068242,0.041572,0.31279,0.131246,0.051443,0.001498,1
"570",970,"Point",7,"Tinggi",0.67855,0.106402,0.081578,0.064428,0.038821,0.271516,0.109396,0.041783,0.00131,1
"571",167,"Point",7,"Tinggi",0.679526,0.116014,0.090332,0.075029,0.046301,0.3589,0.149993,0.058692,0.001974,1
"572",916,"Point",7,"Tinggi",0.68028,0.108287,0.083045,0.06513,0.039233,0.289664,0.122541,0.048772,0.001906,1
"573",185,"Point",7,"Tinggi",0.680888,0.116454,0.091148,0.076215,0.047024,0.389096,0.165548,0.065587,0.001636,1
"574",237,"Point",7,"Tinggi",0.68186,0.113508,0.087899,0.072288,0.043013,0.339138,0.139782,0.05475,0.001245,1
"575",935,"Point",7,"Tinggi",0.681907,0.108283,0.083664,0.066408,0.04085,0.323159,0.125671,0.048138,0.001543,1
"576",87,"Point",7,"Tinggi",0.683643,0.111382,0.085731,0.063849,0.038663,0.256461,0.093962,0.036278,0.001986,1
"577",43,"Point",7,"Tinggi",0.684143,0.112714,0.087645,0.072131,0.043404,0.337771,0.144014,0.057065,0.001511,1
"578",193,"Point",7,"Tinggi",0.686659,0.115236,0.09079,0.079132,0.04758,0.440516,0.183204,0.072852,0.001796,1
"579",322,"Point",7,"Tinggi",0.686817,0.115511,0.090707,0.070519,0.044743,0.299206,0.130744,0.051503,0.00187,1
"580",368,"Point",7,"Tinggi",0.687109,0.114966,0.090206,0.071474,0.046244,0.31186,0.146113,0.060181,0.002437,1
"581",392,"Point",7,"Tinggi",0.687472,0.114079,0.089045,0.06962,0.043507,0.303494,0.140366,0.056297,0.001311,1
"582",529,"Point",7,"Tinggi",0.688,0.114151,0.089208,0.072384,0.043415,0.386488,0.185991,0.073511,0.001861,1
"583",784,"Point",7,"Tinggi",0.688625,0.10718,0.082618,0.066067,0.04001,0.292203,0.119174,0.046021,0.00139,1
"584",887,"Point",7,"Tinggi",0.691516,0.109399,0.084717,0.067787,0.043099,0.319839,0.143365,0.059743,0.001397,1
"585",963,"Point",7,"Tinggi",0.691542,0.106868,0.082235,0.065687,0.040259,0.272562,0.108147,0.041738,0.001321,1
"586",838,"Point",7,"Tinggi",0.691675,0.112582,0.088739,0.075094,0.050403,0.309992,0.14937,0.066313,0.001095,1
"587",955,"Point",7,"Tinggi",0.692498,0.106312,0.081912,0.06283,0.039301,0.260298,0.114713,0.047135,0.001712,1
"588",802,"Point",7,"Tinggi",0.69297,0.108255,0.083499,0.067485,0.040786,0.285422,0.112144,0.042545,0.001433,1
"589",363,"Point",7,"Tinggi",0.693147,0.115328,0.089697,0.070324,0.044243,0.319947,0.128787,0.049927,0.002303,1
"590",27,"Point",7,"Tinggi",0.693883,0.1144,0.089074,0.071552,0.044347,0.322239,0.127894,0.051452,0.001866,1
"591",149,"Point",7,"Tinggi",0.695557,0.111008,0.086497,0.069799,0.040859,0.308486,0.125969,0.050056,0.001817,1
"592",442,"Point",7,"Tinggi",0.696,0.118045,0.093312,0.07834,0.050385,0.358395,0.158197,0.067343,0.002205,1
"593",230,"Point",7,"Tinggi",0.696657,0.111998,0.086357,0.06895,0.041009,0.31624,0.128091,0.049491,0.001331,1
"594",577,"Point",7,"Tinggi",0.697329,0.116719,0.093037,0.073666,0.060272,0.250277,0.174548,0.099054,0.001644,1
"595",240,"Point",7,"Tinggi",0.697514,0.114235,0.089704,0.076787,0.04831,0.392723,0.1647,0.066104,0.002051,1
"596",1028,"Point",7,"Tinggi",0.697585,0.107302,0.082588,0.067574,0.040136,0.316368,0.145692,0.059687,0.001441,1
"597",1046,"Point",7,"Tinggi",0.697878,0.106756,0.082385,0.065974,0.039678,0.285058,0.132714,0.054798,0.001586,1
"598",468,"Point",7,"Tinggi",0.697918,0.120287,0.096627,0.081822,0.061401,0.278066,0.14979,0.083115,0.002188,1
"599",242,"Point",7,"Tinggi",0.698137,0.115067,0.090371,0.078966,0.049346,0.401759,0.173342,0.070301,0.002146,1
"600",933,"Point",7,"Tinggi",0.698189,0.113543,0.089287,0.071485,0.048452,0.278747,0.115152,0.051709,0.001661,1
"601",636,"Point",7,"Tinggi",0.699967,0.112155,0.087477,0.06864,0.042646,0.330079,0.150459,0.061673,0.002243,1
"602",491,"Point",8,"Tinggi",0.700315,0.115178,0.090061,0.073865,0.045131,0.369222,0.17492,0.069106,0.002015,1
"603",257,"Point",8,"Tinggi",0.700677,0.117194,0.091412,0.070906,0.044185,0.340411,0.138081,0.052533,0.002869,1
"604",209,"Point",8,"Tinggi",0.700848,0.11025,0.084851,0.065636,0.039498,0.297388,0.127196,0.049429,0.001576,1
"605",79,"Point",8,"Tinggi",0.701277,0.113899,0.08886,0.073205,0.0461,0.342041,0.147076,0.060409,0.001651,1
"606",234,"Point",8,"Tinggi",0.702244,0.113209,0.088255,0.073197,0.042962,0.334263,0.140284,0.055129,0.001789,1
"607",23,"Point",8,"Tinggi",0.703087,0.11555,0.090556,0.074579,0.046404,0.369005,0.152973,0.061078,0.001899,1
"608",5,"Point",8,"Tinggi",0.703369,0.112892,0.088285,0.074154,0.0454,0.36766,0.176372,0.071232,0.001709,1
"609",303,"Point",8,"Tinggi",0.703949,0.118121,0.093163,0.075119,0.047255,0.348344,0.146819,0.056776,0.002172,1
"610",886,"Point",8,"Tinggi",0.704655,0.109417,0.084326,0.069006,0.042665,0.332677,0.152124,0.061533,0.001424,1
"611",934,"Point",8,"Tinggi",0.704678,0.110339,0.086145,0.068139,0.043286,0.31613,0.120019,0.046594,0.001368,1
"612",968,"Point",8,"Tinggi",0.705177,0.108445,0.083392,0.065299,0.041865,0.257506,0.116807,0.048963,0.001597,1
"613",334,"Point",8,"Tinggi",0.706021,0.114574,0.089076,0.071117,0.043379,0.312998,0.146473,0.059536,0.002131,1
"614",324,"Point",8,"Tinggi",0.706086,0.118723,0.092745,0.07397,0.047363,0.343216,0.149539,0.058526,0.002529,1
"615",310,"Point",8,"Tinggi",0.707242,0.116657,0.091101,0.070135,0.045518,0.313012,0.137116,0.055992,0.002095,1
"616",201,"Point",8,"Tinggi",0.707536,0.113919,0.088597,0.072298,0.043004,0.363219,0.149929,0.059304,0.00201,1
"617",891,"Point",8,"Tinggi",0.707856,0.108799,0.084101,0.065436,0.040745,0.298907,0.128916,0.050153,0.001541,1
"618",882,"Point",8,"Tinggi",0.708919,0.111878,0.087619,0.068729,0.045275,0.2797,0.12494,0.057314,0.001796,1
"619",889,"Point",8,"Tinggi",0.70985,0.108023,0.083026,0.065093,0.040581,0.298281,0.120943,0.046236,0.001561,1
"620",181,"Point",8,"Tinggi",0.710215,0.112223,0.086759,0.071219,0.042132,0.328522,0.136778,0.054056,0.001315,1
"621",96,"Point",8,"Tinggi",0.711338,0.112906,0.087798,0.070114,0.043334,0.33275,0.148232,0.058422,0.001654,1
"622",179,"Point",8,"Tinggi",0.712141,0.11148,0.086766,0.071231,0.041675,0.323054,0.135839,0.053695,0.001854,1
"623",1005,"Point",8,"Tinggi",0.712639,0.107562,0.083148,0.066095,0.041044,0.27513,0.116697,0.047715,0.002028,1
"624",398,"Point",8,"Tinggi",0.712795,0.118294,0.093201,0.075542,0.047607,0.329336,0.163439,0.068756,0.001989,1
"625",401,"Point",8,"Tinggi",0.714244,0.116685,0.091416,0.074729,0.04799,0.352353,0.177988,0.073597,0.002116,1
"626",0,"Point",8,"Tinggi",0.714609,0.114711,0.089591,0.072503,0.044617,0.32728,0.14018,0.055173,0.002245,1
"627",31,"Point",8,"Tinggi",0.716114,0.113162,0.088194,0.06969,0.043843,0.299401,0.114068,0.046129,0.001458,1
"628",144,"Point",8,"Tinggi",0.716562,0.11665,0.091819,0.077997,0.047577,0.385439,0.169407,0.067696,0.001719,1
"629",64,"Point",8,"Tinggi",0.716881,0.112021,0.086285,0.067302,0.040217,0.31395,0.13185,0.052089,0.001718,1
