"","FID","Shape","Class","kategori","frci","Band_1","Band_2","Band_3","Band_4","Band_5","Band_6","Band_7","Band_9","cluster","kelas"
"400",156,"Point",8,"Tinggi",0.748811,0.111664,0.086059,0.068655,0.041164,0.317796,0.129362,0.049937,0.001766,1,8
"401",959,"Point",8,"Tinggi",0.764792,0.105925,0.081109,0.063847,0.039209,0.279935,0.111072,0.043628,0.001428,1,8
"402",120,"Point",8,"Tinggi",0.78793,0.113755,0.088415,0.069922,0.041764,0.337826,0.13295,0.051421,0.001729,1,8
"403",181,"Point",8,"Tinggi",0.710215,0.112223,0.086759,0.071219,0.042132,0.328522,0.136778,0.054056,0.001315,1,8
"404",905,"Point",8,"Tinggi",0.74803,0.107808,0.082357,0.062777,0.037979,0.287072,0.105004,0.039642,0.001709,1,8
"405",69,"Point",8,"Tinggi",0.797429,0.108754,0.083385,0.065873,0.038069,0.276908,0.118409,0.046615,0.001741,1,8
"406",352,"Point",8,"Tinggi",0.783776,0.116061,0.090027,0.071301,0.044503,0.3182,0.150553,0.060277,0.002173,1,8
"407",324,"Point",8,"Tinggi",0.706086,0.118723,0.092745,0.07397,0.047363,0.343216,0.149539,0.058526,0.002529,1,8
"408",1030,"Point",8,"Tinggi",0.733604,0.107972,0.084421,0.070123,0.0442,0.298709,0.150104,0.065175,0.00156,1,8
"409",837,"Point",8,"Tinggi",0.744048,0.114629,0.091756,0.076422,0.053596,0.300439,0.152212,0.072445,0.001569,1,8
"410",510,"Point",8,"Tinggi",0.781304,0.116072,0.090632,0.072263,0.045014,0.331704,0.143293,0.057498,0.002304,1,8
"411",117,"Point",8,"Tinggi",0.747541,0.111994,0.086429,0.068939,0.041961,0.32836,0.136021,0.052633,0.001579,1,8
"412",399,"Point",8,"Tinggi",0.726648,0.11724,0.092969,0.072974,0.049134,0.288996,0.155447,0.071103,0.001794,1,8
"413",245,"Point",8,"Tinggi",0.736413,0.118262,0.093483,0.080988,0.050557,0.434822,0.186247,0.074414,0.001891,1,8
"414",184,"Point",8,"Tinggi",0.766713,0.113827,0.089074,0.071663,0.04337,0.344243,0.142678,0.056846,0.001387,1,8
"415",889,"Point",8,"Tinggi",0.70985,0.108023,0.083026,0.065093,0.040581,0.298281,0.120943,0.046236,0.001561,1,8
"416",74,"Point",8,"Tinggi",0.792881,0.111474,0.085816,0.069152,0.041804,0.323648,0.133358,0.051557,0.001448,1,8
"417",20,"Point",8,"Tinggi",0.732634,0.11415,0.089093,0.074356,0.045749,0.375906,0.160398,0.064684,0.001349,1,8
"418",303,"Point",8,"Tinggi",0.703949,0.118121,0.093163,0.075119,0.047255,0.348344,0.146819,0.056776,0.002172,1,8
"419",354,"Point",8,"Tinggi",0.78613,0.115677,0.091006,0.074113,0.045619,0.354993,0.166816,0.068341,0.001988,1,8
"420",1006,"Point",8,"Tinggi",0.794187,0.107224,0.082533,0.066622,0.040029,0.299184,0.122373,0.047926,0.001561,1,8
"421",351,"Point",8,"Tinggi",0.765087,0.116783,0.091902,0.072188,0.045577,0.336558,0.142138,0.054254,0.00226,1,8
"422",209,"Point",8,"Tinggi",0.700848,0.11025,0.084851,0.065636,0.039498,0.297388,0.127196,0.049429,0.001576,1,8
"423",968,"Point",8,"Tinggi",0.705177,0.108445,0.083392,0.065299,0.041865,0.257506,0.116807,0.048963,0.001597,1,8
"424",202,"Point",8,"Tinggi",0.778381,0.113915,0.088727,0.073381,0.043979,0.355278,0.145946,0.057723,0.001287,1,8
"425",714,"Point",8,"Tinggi",0.770935,0.111267,0.086007,0.067296,0.03952,0.342025,0.134333,0.050523,0.001847,1,8
"426",964,"Point",8,"Tinggi",0.729911,0.106294,0.081554,0.064084,0.039408,0.251494,0.101815,0.040439,0.001342,1,8
"427",931,"Point",8,"Tinggi",0.752816,0.110949,0.087048,0.069244,0.047966,0.257482,0.11534,0.0576,0.002031,1,8
"428",166,"Point",8,"Tinggi",0.751304,0.113067,0.087946,0.070736,0.043991,0.340072,0.140998,0.055572,0.001852,1,8
"429",143,"Point",8,"Tinggi",0.79406,0.115998,0.090154,0.074948,0.045262,0.369748,0.150776,0.058562,0.001484,1,8
"430",310,"Point",8,"Tinggi",0.707242,0.116657,0.091101,0.070135,0.045518,0.313012,0.137116,0.055992,0.002095,1,8
"431",788,"Point",8,"Tinggi",0.770558,0.109535,0.085076,0.071034,0.043513,0.333382,0.142448,0.057604,0.00189,1,8
"432",279,"Point",8,"Tinggi",0.767544,0.115405,0.09048,0.073775,0.046619,0.311309,0.158432,0.067476,0.001738,1,8
"433",79,"Point",8,"Tinggi",0.701277,0.113899,0.08886,0.073205,0.0461,0.342041,0.147076,0.060409,0.001651,1,8
"434",378,"Point",8,"Tinggi",0.737209,0.117891,0.092606,0.072671,0.046692,0.333373,0.140947,0.056101,0.001961,1,8
"435",157,"Point",8,"Tinggi",0.77362,0.112512,0.087102,0.069704,0.042195,0.3218,0.133434,0.052159,0.001219,1,8
"436",1022,"Point",8,"Tinggi",0.766943,0.107488,0.08308,0.067875,0.03932,0.333542,0.137029,0.052898,0.001712,1,8
"437",1,"Point",8,"Tinggi",0.782042,0.114525,0.089685,0.071844,0.044159,0.322764,0.133444,0.052634,0.001853,1,8
"438",488,"Point",8,"Tinggi",0.773066,0.115644,0.090973,0.07488,0.045269,0.382736,0.173194,0.068694,0.001811,1,8
"439",269,"Point",8,"Tinggi",0.785888,0.117521,0.093132,0.078175,0.050233,0.307779,0.155326,0.066567,0.002154,1,8
"440",980,"Point",8,"Tinggi",0.742393,0.107041,0.082819,0.066279,0.040835,0.262779,0.112432,0.045253,0.001816,1,8
"441",462,"Point",8,"Tinggi",0.798591,0.115768,0.090218,0.070291,0.043719,0.319722,0.128549,0.048834,0.002028,1,8
"442",360,"Point",8,"Tinggi",0.758928,0.116848,0.091493,0.073553,0.047996,0.340927,0.149837,0.062636,0.002286,1,8
"443",64,"Point",8,"Tinggi",0.716881,0.112021,0.086285,0.067302,0.040217,0.31395,0.13185,0.052089,0.001718,1,8
"444",50,"Point",8,"Tinggi",0.7538,0.113266,0.08765,0.072212,0.042563,0.320419,0.135907,0.052975,0.00154,1,8
"445",388,"Point",8,"Tinggi",0.761467,0.117467,0.092438,0.074611,0.051063,0.286627,0.153092,0.071649,0.001759,1,8
"446",92,"Point",8,"Tinggi",0.747826,0.111268,0.086458,0.068809,0.041187,0.304302,0.131942,0.051979,0.001506,1,8
"447",5,"Point",8,"Tinggi",0.703369,0.112892,0.088285,0.074154,0.0454,0.36766,0.176372,0.071232,0.001709,1,8
"448",54,"Point",8,"Tinggi",0.737521,0.1093,0.084511,0.065517,0.038674,0.304268,0.126504,0.050066,0.001456,1,8
"449",318,"Point",8,"Tinggi",0.742041,0.116233,0.091539,0.071512,0.045579,0.349614,0.151121,0.060944,0.002326,1,8
"450",29,"Point",8,"Tinggi",0.788642,0.112826,0.089106,0.073115,0.045265,0.323413,0.141814,0.057836,0.001712,1,8
"451",213,"Point",8,"Tinggi",0.779342,0.112518,0.087486,0.072331,0.043473,0.33721,0.141769,0.054865,0.001815,1,8
"452",904,"Point",8,"Tinggi",0.771059,0.108719,0.083915,0.066256,0.040146,0.306908,0.115931,0.043733,0.002277,1,8
"453",934,"Point",8,"Tinggi",0.704678,0.110339,0.086145,0.068139,0.043286,0.31613,0.120019,0.046594,0.001368,1,8
"454",481,"Point",8,"Tinggi",0.723722,0.114604,0.090043,0.073987,0.044463,0.381736,0.182563,0.072391,0.002105,1,8
"455",144,"Point",8,"Tinggi",0.716562,0.11665,0.091819,0.077997,0.047577,0.385439,0.169407,0.067696,0.001719,1,8
"456",257,"Point",8,"Tinggi",0.700677,0.117194,0.091412,0.070906,0.044185,0.340411,0.138081,0.052533,0.002869,1,8
"457",155,"Point",9,"Sangat Tinggi",0.82045,0.111448,0.086039,0.06728,0.040924,0.307562,0.13553,0.0531,0.00123,1,9
"458",469,"Point",9,"Sangat Tinggi",0.820885,0.120138,0.094967,0.076954,0.055073,0.303992,0.155883,0.075237,0.002535,1,9
"459",410,"Point",9,"Sangat Tinggi",0.807902,0.114544,0.08905,0.069578,0.042692,0.337749,0.134735,0.050522,0.002539,1,9
"460",212,"Point",9,"Sangat Tinggi",0.821957,0.112072,0.086702,0.070821,0.042696,0.335941,0.145264,0.057428,0.001511,1,9
"461",140,"Point",9,"Sangat Tinggi",0.860591,0.113683,0.089497,0.075627,0.045594,0.396478,0.174644,0.069191,0.001598,1,9
"462",208,"Point",9,"Sangat Tinggi",0.869329,0.111041,0.085421,0.06638,0.039613,0.295809,0.129122,0.049437,0.001775,1,9
"463",900,"Point",9,"Sangat Tinggi",0.850281,0.107645,0.083162,0.064048,0.039965,0.265806,0.089479,0.031794,0.001488,1,9
"464",312,"Point",9,"Sangat Tinggi",0.889815,0.11618,0.090751,0.071091,0.044475,0.338321,0.138058,0.052891,0.002086,1,9
"465",376,"Point",9,"Sangat Tinggi",0.877237,0.116621,0.091363,0.072901,0.045324,0.338708,0.133397,0.050182,0.002218,1,9
"466",425,"Point",9,"Sangat Tinggi",0.862574,0.114085,0.088994,0.069564,0.044753,0.300635,0.13005,0.05198,0.001956,1,9
"467",444,"Point",9,"Sangat Tinggi",0.878071,0.11685,0.092213,0.076093,0.049194,0.372213,0.168063,0.066869,0.002357,1,9
"468",37,"Point",9,"Sangat Tinggi",0.859039,0.115346,0.090157,0.074258,0.046335,0.365427,0.1591,0.06495,0.001275,1,9
"469",18,"Point",9,"Sangat Tinggi",0.880015,0.112463,0.087044,0.070296,0.043338,0.345272,0.155776,0.062964,0.001474,1,9
"470",309,"Point",9,"Sangat Tinggi",0.817931,0.117222,0.091016,0.070222,0.043095,0.328199,0.136813,0.052852,0.002398,1,9
"471",365,"Point",9,"Sangat Tinggi",0.869501,0.114709,0.089758,0.071152,0.044601,0.316314,0.120754,0.044881,0.002104,1,9
"472",52,"Point",9,"Sangat Tinggi",0.869164,0.110306,0.084901,0.067031,0.039176,0.282887,0.117928,0.046032,0.001809,1,9
"473",841,"Point",9,"Sangat Tinggi",0.826568,0.111795,0.087433,0.072214,0.050233,0.25909,0.129425,0.060863,0.001587,1,9
"474",28,"Point",9,"Sangat Tinggi",0.881775,0.116072,0.091451,0.074037,0.047234,0.314075,0.140959,0.058373,0.001545,1,9
"475",205,"Point",9,"Sangat Tinggi",0.810619,0.112359,0.086969,0.069584,0.042295,0.337154,0.130472,0.049885,0.001454,1,9
"476",253,"Point",9,"Sangat Tinggi",0.880838,0.11641,0.091263,0.071122,0.04392,0.350959,0.140335,0.052842,0.002014,1,9
"477",409,"Point",9,"Sangat Tinggi",0.87371,0.114607,0.088619,0.067988,0.042007,0.318267,0.131949,0.049776,0.002025,1,9
"478",860,"Point",9,"Sangat Tinggi",0.888988,0.110755,0.08659,0.069455,0.045483,0.310363,0.121778,0.051369,0.001422,1,9
"479",482,"Point",9,"Sangat Tinggi",0.802867,0.114934,0.090538,0.074451,0.045445,0.373307,0.158988,0.062985,0.001999,1,9
"480",459,"Point",9,"Sangat Tinggi",0.834108,0.114979,0.090017,0.06877,0.045912,0.298505,0.138974,0.05616,0.002171,1,9
"481",9,"Point",9,"Sangat Tinggi",0.856495,0.111052,0.086308,0.071397,0.041551,0.306154,0.126935,0.050106,0.001478,1,9
"482",91,"Point",9,"Sangat Tinggi",0.879287,0.112816,0.087866,0.07318,0.043795,0.338035,0.142516,0.055876,0.00204,1,9
"483",910,"Point",9,"Sangat Tinggi",0.860019,0.107483,0.082141,0.063182,0.038118,0.29224,0.106716,0.039877,0.001462,1,9
"484",350,"Point",9,"Sangat Tinggi",0.876678,0.118252,0.092219,0.073458,0.046238,0.356563,0.156648,0.060804,0.002041,1,9
"485",466,"Point",9,"Sangat Tinggi",0.830055,0.116206,0.090649,0.069589,0.045175,0.318509,0.113633,0.041717,0.002515,1,9
"486",233,"Point",9,"Sangat Tinggi",0.818836,0.1115,0.086185,0.068095,0.040123,0.323945,0.130334,0.04944,0.001724,1,9
"487",1007,"Point",9,"Sangat Tinggi",0.895238,0.107859,0.082963,0.064865,0.040514,0.288709,0.115111,0.04552,0.001687,1,9
"488",11,"Point",9,"Sangat Tinggi",0.856331,0.113552,0.088317,0.07245,0.042986,0.340588,0.140067,0.054191,0.00152,1,9
"489",15,"Point",9,"Sangat Tinggi",0.876038,0.111883,0.086443,0.067711,0.040897,0.312349,0.141231,0.054844,0.001843,1,9
"490",124,"Point",9,"Sangat Tinggi",0.855385,0.112732,0.087475,0.071941,0.044342,0.343467,0.159793,0.064791,0.001217,1,9
"491",98,"Point",9,"Sangat Tinggi",0.802246,0.115662,0.090915,0.074462,0.0476,0.365369,0.163819,0.065798,0.001308,1,9
"492",317,"Point",9,"Sangat Tinggi",0.874304,0.115487,0.089806,0.071039,0.04379,0.356168,0.135741,0.051738,0.002586,1,9
"493",836,"Point",9,"Sangat Tinggi",0.874893,0.113403,0.089463,0.075698,0.05401,0.276345,0.13133,0.062376,0.001549,1,9
"494",948,"Point",9,"Sangat Tinggi",0.830513,0.107195,0.083048,0.063974,0.04036,0.27734,0.11216,0.04492,0.001659,1,9
"495",119,"Point",9,"Sangat Tinggi",0.831195,0.111219,0.086056,0.070195,0.041222,0.31574,0.126335,0.048805,0.00178,1,9
"496",446,"Point",9,"Sangat Tinggi",0.849721,0.117832,0.092669,0.075252,0.04844,0.342402,0.163745,0.067312,0.001789,1,9
"497",70,"Point",9,"Sangat Tinggi",0.890415,0.112293,0.087002,0.071595,0.043662,0.323053,0.142195,0.057498,0.001677,1,9
"498",315,"Point",9,"Sangat Tinggi",0.894133,0.116123,0.090634,0.071019,0.044087,0.331355,0.138893,0.054164,0.002946,1,9
"499",328,"Point",9,"Sangat Tinggi",0.800278,0.116515,0.092305,0.077228,0.047562,0.360016,0.181881,0.07561,0.001662,1,9
"500",255,"Point",9,"Sangat Tinggi",0.867839,0.116564,0.090968,0.070178,0.044336,0.338424,0.131078,0.049867,0.002491,1,9
"501",965,"Point",9,"Sangat Tinggi",0.865003,0.10625,0.081551,0.066218,0.040021,0.269076,0.105717,0.041276,0.001468,1,9
"502",452,"Point",9,"Sangat Tinggi",0.893661,0.114793,0.090099,0.074484,0.044329,0.386279,0.166657,0.0628,0.001748,1,9
"503",14,"Point",9,"Sangat Tinggi",0.818757,0.109776,0.084556,0.066654,0.039327,0.301468,0.126174,0.049594,0.001532,1,9
"504",427,"Point",9,"Sangat Tinggi",0.863205,0.114198,0.088458,0.068617,0.042107,0.318831,0.132592,0.050713,0.002007,1,9
"505",105,"Point",9,"Sangat Tinggi",0.895323,0.112908,0.088305,0.070886,0.042753,0.338345,0.141738,0.054964,0.001627,1,9
"506",10,"Point",9,"Sangat Tinggi",0.840147,0.112637,0.08735,0.071421,0.042272,0.331827,0.134808,0.051467,0.00147,1,9
"507",7,"Point",9,"Sangat Tinggi",0.825375,0.110221,0.085444,0.068185,0.040263,0.32529,0.138435,0.055862,0.001703,1,9
"508",348,"Point",9,"Sangat Tinggi",0.81384,0.117886,0.092224,0.072747,0.045494,0.346725,0.145336,0.056524,0.002306,1,9
"509",21,"Point",9,"Sangat Tinggi",0.834395,0.114357,0.089588,0.072629,0.045152,0.354418,0.141523,0.056733,0.001507,1,9
"510",429,"Point",9,"Sangat Tinggi",0.860607,0.115458,0.089967,0.070739,0.044233,0.351012,0.155458,0.061849,0.001765,1,9
"511",447,"Point",9,"Sangat Tinggi",0.828019,0.116672,0.09133,0.074716,0.047596,0.354046,0.159668,0.064075,0.001685,1,9
"512",142,"Point",9,"Sangat Tinggi",0.896959,0.114955,0.089693,0.074947,0.045288,0.364103,0.166748,0.066076,0.001681,1,9
"513",226,"Point",9,"Sangat Tinggi",0.830537,0.112237,0.087318,0.072788,0.044363,0.356532,0.164681,0.065542,0.001253,1,9
"514",192,"Point",10,"Sangat Tinggi",0.959071,0.11376,0.089535,0.076976,0.045701,0.428825,0.170229,0.066152,0.001648,1,10
"515",373,"Point",10,"Sangat Tinggi",0.918264,0.114949,0.089506,0.068388,0.041821,0.310457,0.122019,0.045736,0.001932,1,10
"516",411,"Point",10,"Sangat Tinggi",0.910201,0.114803,0.089218,0.070782,0.044281,0.33857,0.12394,0.046486,0.001857,1,10
"517",19,"Point",10,"Sangat Tinggi",0.954429,0.11378,0.089171,0.073685,0.046163,0.366368,0.182814,0.073757,0.001274,1,10
"518",227,"Point",10,"Sangat Tinggi",0.986854,0.112262,0.087542,0.072466,0.044501,0.350945,0.165254,0.066808,0.001681,1,10
"519",200,"Point",10,"Sangat Tinggi",0.900274,0.114296,0.089567,0.075038,0.045474,0.375883,0.157298,0.062238,0.001531,1,10
"520",422,"Point",10,"Sangat Tinggi",0.939971,0.115228,0.089439,0.069412,0.043456,0.321356,0.119868,0.044375,0.002305,1,10
"521",104,"Point",10,"Sangat Tinggi",0.91784,0.113351,0.088459,0.071802,0.043867,0.348937,0.149243,0.059171,0.001506,1,10
"522",406,"Point",10,"Sangat Tinggi",0.929744,0.115024,0.089176,0.067991,0.042614,0.310073,0.118487,0.044006,0.002109,1,10
"523",223,"Point",10,"Sangat Tinggi",0.962595,0.115305,0.089742,0.072748,0.044693,0.338298,0.13765,0.052608,0.002211,1,10
"524",189,"Point",10,"Sangat Tinggi",0.930646,0.116777,0.092172,0.079556,0.048366,0.427263,0.17961,0.071247,0.001849,1,10
"525",260,"Point",10,"Sangat Tinggi",0.963849,0.117868,0.092177,0.072807,0.044677,0.360722,0.155635,0.060415,0.002389,1,10
"526",128,"Point",10,"Sangat Tinggi",0.978786,0.112204,0.087682,0.073125,0.043337,0.37327,0.167157,0.066836,0.001739,1,10
"527",197,"Point",10,"Sangat Tinggi",0.977996,0.117377,0.09252,0.078458,0.048893,0.39915,0.185177,0.07404,0.001858,1,10
"528",228,"Point",10,"Sangat Tinggi",0.974656,0.112087,0.086453,0.070543,0.043119,0.343796,0.162645,0.065739,0.001751,1,10
"529",81,"Point",10,"Sangat Tinggi",0.956839,0.115512,0.090195,0.073334,0.046062,0.355399,0.136785,0.052678,0.002104,1,10
"530",371,"Point",10,"Sangat Tinggi",0.948209,0.115427,0.089499,0.070636,0.042416,0.364488,0.155212,0.060836,0.002111,1,10
"531",17,"Point",10,"Sangat Tinggi",0.925993,0.112537,0.087222,0.070242,0.042713,0.344729,0.154777,0.060932,0.001592,1,10
"532",68,"Point",10,"Sangat Tinggi",0.901059,0.108773,0.083579,0.065973,0.038796,0.284149,0.115382,0.044696,0.001636,1,10
"533",22,"Point",10,"Sangat Tinggi",0.948132,0.116329,0.091581,0.075613,0.047934,0.371249,0.157732,0.06376,0.001961,1,10
"534",445,"Point",10,"Sangat Tinggi",0.962619,0.11624,0.0915,0.073602,0.045468,0.356988,0.154662,0.060371,0.001762,1,10
"535",170,"Point",10,"Sangat Tinggi",0.933549,0.114795,0.089399,0.070742,0.044466,0.312425,0.129426,0.050715,0.001468,1,10
"536",224,"Point",10,"Sangat Tinggi",0.921348,0.113075,0.087981,0.070067,0.04206,0.312786,0.12807,0.048566,0.001754,1,10
"537",256,"Point",10,"Sangat Tinggi",0.948781,0.117505,0.091564,0.07157,0.04416,0.349189,0.156495,0.060475,0.002795,1,10
"538",473,"Point",10,"Sangat Tinggi",0.940245,0.115506,0.090231,0.069692,0.04367,0.298382,0.110797,0.042128,0.002619,1,10
"539",314,"Point",10,"Sangat Tinggi",0.932802,0.115961,0.09058,0.070512,0.044743,0.3304,0.12952,0.048532,0.002738,1,10
"540",523,"Point",10,"Sangat Tinggi",0.94331,0.117882,0.093686,0.075992,0.053993,0.30126,0.14534,0.068724,0.001972,1,10
"541",423,"Point",10,"Sangat Tinggi",0.944089,0.115105,0.089427,0.06904,0.043658,0.314018,0.125976,0.047857,0.002127,1,10
"542",206,"Point",10,"Sangat Tinggi",0.925889,0.111755,0.085887,0.066664,0.040439,0.314992,0.125192,0.047217,0.001856,1,10
"543",204,"Point",10,"Sangat Tinggi",0.944655,0.114126,0.089636,0.072396,0.044788,0.328466,0.139101,0.055089,0.001189,1,10
"544",127,"Point",10,"Sangat Tinggi",0.99964,0.113664,0.088388,0.075299,0.044054,0.384147,0.183674,0.073137,0.001767,1,10
"545",407,"Point",10,"Sangat Tinggi",0.945706,0.114073,0.088457,0.067607,0.040872,0.320006,0.132482,0.050122,0.001824,1,10
"546",519,"Point",10,"Sangat Tinggi",0.978836,0.116353,0.091172,0.072364,0.04606,0.337542,0.132948,0.0523,0.001931,1,10
"547",125,"Point",10,"Sangat Tinggi",0.936691,0.114197,0.089,0.075014,0.045434,0.364816,0.165397,0.067041,0.001791,1,10
"548",220,"Point",10,"Sangat Tinggi",0.989793,0.115004,0.089753,0.071694,0.044535,0.329233,0.131256,0.049407,0.001946,1,10
"549",186,"Point",10,"Sangat Tinggi",0.987815,0.117382,0.091779,0.078301,0.048359,0.392113,0.182923,0.073169,0.001847,1,10
"550",243,"Point",10,"Sangat Tinggi",0.907061,0.117613,0.092611,0.079038,0.050249,0.398246,0.165462,0.064224,0.002015,1,10
"551",25,"Point",10,"Sangat Tinggi",0.967719,0.115343,0.090331,0.072354,0.043919,0.324398,0.141086,0.056227,0.001914,1,10
"552",259,"Point",10,"Sangat Tinggi",0.964964,0.117876,0.091862,0.072017,0.044507,0.346234,0.146904,0.056792,0.002699,1,10
"553",521,"Point",10,"Sangat Tinggi",0.953274,0.114389,0.089608,0.069475,0.044633,0.313167,0.110765,0.042241,0.002255,1,10
"554",486,"Point",10,"Sangat Tinggi",0.953162,0.114944,0.090569,0.072089,0.043626,0.363012,0.16036,0.061055,0.001759,1,10
"555",522,"Point",10,"Sangat Tinggi",0.986357,0.116046,0.09101,0.071991,0.047884,0.299614,0.134898,0.057984,0.001878,1,10
"556",313,"Point",10,"Sangat Tinggi",0.966496,0.116504,0.090729,0.071199,0.044004,0.346629,0.140922,0.054562,0.002304,1,10
"557",258,"Point",10,"Sangat Tinggi",0.943768,0.117739,0.091629,0.071656,0.0436,0.350596,0.150812,0.057674,0.002891,1,10
"558",428,"Point",10,"Sangat Tinggi",0.904726,0.114221,0.089056,0.06879,0.042666,0.323337,0.139678,0.054563,0.002312,1,10
"559",391,"Point",10,"Sangat Tinggi",0.946319,0.115103,0.090111,0.071611,0.045714,0.304992,0.145912,0.061973,0.002198,1,10
"560",1045,"Point",10,"Sangat Tinggi",0.935423,0.105894,0.081543,0.06473,0.038885,0.304553,0.124223,0.048993,0.001376,1,10
"561",460,"Point",10,"Sangat Tinggi",0.933555,0.115339,0.089882,0.07029,0.043583,0.310076,0.122141,0.046395,0.002332,1,10
"562",413,"Point",10,"Sangat Tinggi",0.983529,0.115026,0.089904,0.071153,0.044345,0.316852,0.112538,0.042478,0.002016,1,10
"563",520,"Point",10,"Sangat Tinggi",0.948936,0.115875,0.091098,0.072177,0.046105,0.339056,0.118802,0.043298,0.002013,1,10
"564",369,"Point",10,"Sangat Tinggi",0.953848,0.114982,0.089689,0.0697,0.044027,0.324543,0.135535,0.053464,0.002091,1,10
"565",39,"Point",10,"Sangat Tinggi",0.995768,0.113252,0.088235,0.072307,0.044827,0.359383,0.170826,0.069689,0.001351,1,10
"566",207,"Point",10,"Sangat Tinggi",0.917226,0.110311,0.084591,0.064893,0.038814,0.29233,0.121948,0.046105,0.001789,1,10
"567",190,"Point",10,"Sangat Tinggi",0.980634,0.114794,0.090758,0.07883,0.0481,0.435131,0.178273,0.069802,0.001675,1,10
"568",126,"Point",10,"Sangat Tinggi",0.909071,0.112952,0.087973,0.072502,0.042497,0.356521,0.171018,0.067658,0.001426,1,10
"569",374,"Point",10,"Sangat Tinggi",0.961786,0.115048,0.089782,0.070417,0.043366,0.334981,0.131322,0.050199,0.00222,1,10
"570",454,"Point",10,"Sangat Tinggi",0.926446,0.115522,0.090256,0.072222,0.044563,0.361864,0.155258,0.061723,0.001932,1,10
